Temperature_C,Time_hours,pH,Enzyme_mL,Substrate_gL,Inoculum_mL,Biofuel_Yield_gL
34.7,61.0,5.68,20.5,70.6,5.0,5.0
35.2,45.8,5.7,23.2,151.2,5.0,5.0
32.2,64.2,5.55,13.6,77.8,5.1,5.0
40.0,73.0,5.74,10.2,57.5,11.3,5.0
38.8,96.0,5.87,22.0,173.7,5.0,5.0
36.5,53.9,5.21,15.1,98.8,5.0,5.0
35.2,96.0,5.57,10.0,66.3,5.0,5.0
34.5,86.0,5.48,24.6,175.1,5.0,5.0
32.6,38.3,5.35,26.2,164.4,9.0,6.02
35.2,96.0,5.69,18.3,152.6,8.9,5.0
35.6,64.3,5.8,22.0,186.7,5.0,5.0
31.9,36.0,5.51,21.0,123.4,9.8,5.0
35.8,96.0,5.35,10.0,69.2,5.0,5.0
34.6,96.0,5.31,10.0,59.2,5.0,5.0
30.2,53.7,5.53,10.0,97.8,6.5,5.0
32.8,42.4,5.78,14.3,63.0,12.3,5.0
34.0,50.1,5.13,22.2,130.3,5.0,5.0
39.7,78.1,5.27,11.4,52.2,7.4,5.0
36.4,96.0,5.3,19.4,116.6,8.9,5.87
31.7,72.6,5.71,10.0,76.8,10.4,5.0
36.2,57.4,5.43,16.9,105.2,8.6,5.4
31.1,96.0,5.7,19.6,151.3,5.0,5.0
37.7,46.7,5.62,10.6,102.6,7.2,5.0
33.8,91.4,5.51,17.7,101.2,5.1,5.0
34.8,47.3,5.5,38.1,198.6,19.2,23.93
38.3,67.7,5.33,31.1,157.8,14.4,25.75
31.8,51.6,4.88,22.2,127.1,5.4,5.0
31.5,53.1,5.36,20.4,136.9,5.0,5.0
33.5,45.2,5.76,20.4,143.0,10.7,5.0
37.6,96.0,5.13,10.0,53.7,5.0,5.0
31.2,37.8,5.55,10.0,62.0,5.0,5.0
30.0,37.7,5.65,26.6,147.4,7.9,5.0
33.9,96.0,5.31,24.8,104.7,5.0,5.0
36.4,89.0,5.38,10.0,58.3,5.0,5.0
38.0,24.0,5.63,10.0,94.6,7.3,5.0
33.8,41.2,5.44,10.0,69.5,6.1,5.0
34.0,24.0,5.58,32.6,187.4,10.3,5.38
37.9,33.9,5.41,22.4,80.4,5.0,5.0
30.3,24.0,5.66,17.3,71.6,5.0,5.0
34.0,51.0,5.69,28.0,143.9,5.0,5.0
35.5,30.8,5.7,15.0,128.3,7.4,5.0
36.1,56.3,4.95,16.4,136.4,5.0,5.0
33.7,24.2,5.06,10.7,115.4,6.2,5.0
35.1,56.9,5.62,14.7,120.1,12.3,5.11
30.0,44.4,5.62,29.6,166.8,13.5,8.23
33.4,96.0,5.68,20.6,83.0,7.7,5.0
36.1,96.0,5.61,18.1,109.5,6.1,5.0
32.5,80.9,5.58,27.8,193.7,11.6,8.0
35.1,46.4,5.53,10.0,78.5,5.0,5.0
36.1,96.0,5.29,13.5,94.1,6.2,5.0
34.1,25.1,5.2,12.8,78.7,6.7,5.0
35.4,27.1,5.56,10.0,53.1,5.0,5.0
32.6,52.4,5.41,18.2,90.5,5.0,5.0
34.5,96.0,5.25,10.0,57.0,7.4,5.0
36.5,49.3,5.31,15.3,73.2,6.2,5.0
35.4,49.8,5.42,15.6,104.4,7.7,5.0
33.5,26.6,5.88,10.0,53.1,5.0,5.0
35.6,87.6,5.52,20.9,162.9,5.5,5.0
36.8,87.9,5.75,23.7,169.3,6.1,5.0
30.0,81.0,5.53,20.0,111.7,8.1,5.0
37.9,39.9,5.44,29.0,197.7,5.0,5.0
34.2,38.3,5.49,17.3,151.8,6.6,5.0
36.1,28.6,5.34,24.8,161.6,7.3,5.0
38.0,56.9,5.39,13.8,78.8,5.0,5.0
31.6,31.8,5.66,33.2,175.6,5.0,5.0
33.2,30.3,5.45,34.5,191.8,6.8,5.0
34.3,44.2,5.66,12.5,85.4,5.0,5.0
33.0,42.8,5.58,20.2,153.0,10.6,5.0
39.3,41.7,5.09,23.2,162.0,6.3,5.0
32.9,68.9,5.54,11.7,95.8,6.6,5.0
33.6,56.8,5.51,20.7,121.3,11.8,6.77
35.5,47.3,5.7,14.9,64.6,5.0,5.0
32.0,59.8,5.81,17.6,76.0,9.7,5.0
34.0,33.3,5.53,10.0,59.2,6.6,5.0
35.8,57.5,5.74,17.5,134.0,6.1,5.0
34.2,58.9,4.86,19.5,143.8,10.0,5.0
34.8,25.8,5.45,18.5,187.4,7.4,5.0
33.7,89.8,5.79,13.7,131.3,10.3,5.0
31.2,35.1,5.7,13.2,89.1,5.0,5.0
35.8,57.1,5.51,10.7,58.9,10.0,5.0
39.4,96.0,5.93,29.9,182.7,5.0,5.0
35.0,86.7,4.97,14.4,121.8,5.0,5.0
35.6,55.5,5.08,21.6,160.6,5.0,5.0
36.7,45.5,5.39,10.0,52.2,12.0,5.0
31.8,87.7,5.56,16.6,123.2,10.6,5.0
39.3,76.5,5.38,18.3,98.9,10.0,7.01
35.5,40.1,5.58,10.0,54.5,5.0,5.0
39.1,36.7,5.11,19.2,166.4,5.0,5.0
33.2,24.0,5.23,17.5,126.9,7.9,5.0
39.5,59.0,5.57,10.0,100.0,7.7,5.0
36.9,52.4,5.65,16.1,170.9,7.4,5.0
36.4,96.0,5.3,10.1,117.0,5.0,5.0
35.6,65.3,5.44,10.0,50.5,5.9,5.0
34.4,96.0,5.71,31.9,191.7,5.0,5.0
38.0,38.5,5.12,16.5,88.4,5.8,5.0
35.4,96.0,5.3,34.1,174.6,11.7,15.54
30.1,41.9,5.82,26.4,172.5,5.0,5.0
32.2,80.5,5.85,12.3,74.4,5.7,5.0
34.5,26.3,5.68,16.9,121.1,5.0,5.0
35.8,61.4,5.47,10.0,56.0,12.5,5.0
34.9,24.0,5.43,25.9,103.2,11.5,7.35
38.0,47.8,5.8,25.3,159.6,5.0,5.0
30.1,68.0,5.31,14.6,85.6,5.0,5.0
35.4,42.1,5.25,10.0,67.6,5.0,5.0
30.5,32.3,5.44,21.0,126.1,5.0,5.0
36.9,83.4,5.56,22.9,130.5,10.0,5.55
34.8,51.8,5.56,28.3,151.4,5.0,5.0
36.0,42.7,5.32,27.7,163.9,5.0,5.0
32.8,55.8,5.51,22.5,154.4,5.0,5.0
38.2,96.0,5.44,25.7,176.8,5.0,5.0
37.6,96.0,5.07,12.2,83.4,5.0,5.0
36.5,96.0,5.83,20.9,135.5,5.0,5.0
34.7,67.9,5.39,21.9,104.0,5.0,5.0
36.4,59.3,5.73,34.5,194.3,5.0,5.0
33.2,24.0,5.66,21.2,116.0,5.0,5.0
37.1,38.9,5.45,39.2,194.0,5.1,5.0
39.1,42.9,5.59,11.5,165.4,12.0,5.0
37.7,24.0,5.4,21.4,157.8,6.4,5.0
33.2,30.6,5.54,18.5,123.7,7.7,5.0
35.9,24.0,5.34,14.1,116.5,6.4,5.0
31.8,53.6,5.35,14.7,129.0,5.0,5.0
36.4,82.2,5.46,10.0,94.0,5.0,5.0
36.1,95.0,5.52,26.3,185.7,5.0,5.0
30.3,67.2,5.46,29.8,169.1,5.7,5.0
32.1,33.7,5.12,29.4,170.2,8.6,6.92
34.3,24.0,5.69,13.5,115.0,12.0,5.0
34.2,24.0,5.37,10.2,60.7,5.0,5.0
32.0,28.9,5.41,29.7,152.5,5.0,5.0
36.0,35.0,5.62,10.0,106.2,7.4,5.0
35.6,50.4,5.54,26.3,180.6,6.4,5.0
34.5,32.9,5.64,26.5,167.1,6.2,5.0
33.1,64.7,5.56,10.8,71.8,5.0,5.0
37.6,48.6,5.4,25.3,140.3,5.0,5.0
39.1,54.9,5.42,15.6,153.8,5.0,5.0
33.8,96.0,5.43,15.3,135.2,5.0,5.0
33.5,30.3,5.44,22.5,127.1,5.0,5.0
36.2,67.3,5.29,10.0,84.2,5.0,5.0
34.1,54.2,5.41,16.9,85.4,7.1,5.0
34.7,46.2,5.57,27.0,165.2,9.3,6.32
36.8,85.0,5.28,11.6,52.8,5.0,5.0
30.2,84.7,5.74,22.7,166.8,5.0,5.0
38.3,34.0,5.81,21.9,129.0,6.8,5.0
35.2,49.8,5.24,22.7,190.4,9.7,6.57
34.0,62.8,5.45,27.9,199.6,8.5,5.0
34.8,47.6,5.43,22.6,149.5,14.4,11.53
34.9,73.1,5.46,12.3,111.8,7.5,5.0
30.7,62.8,5.37,19.3,121.3,7.6,5.0
38.7,96.0,5.68,10.0,80.6,6.5,5.0
35.1,25.4,5.72,11.1,64.9,6.6,5.0
36.1,51.4,5.6,29.2,136.8,5.0,5.0
37.4,34.7,5.2,19.3,170.8,5.0,5.0
32.4,73.9,5.72,13.3,89.3,5.0,5.0
36.2,24.3,5.38,10.0,112.9,5.0,5.0
34.3,64.9,5.82,15.8,133.2,11.6,5.0
37.1,39.8,5.31,31.4,186.2,15.4,22.0
30.0,37.8,5.42,10.0,70.8,6.5,5.0
34.8,26.5,5.68,16.5,85.5,5.0,5.0
33.5,43.3,5.18,29.9,187.8,5.0,5.0
36.1,93.9,5.57,10.0,55.9,5.0,5.0
36.2,53.9,5.7,17.1,148.4,10.3,5.0
33.2,74.7,5.29,25.3,145.9,5.0,5.0
33.2,96.0,5.32,17.6,107.5,6.1,5.0
34.7,62.3,5.76,10.4,120.2,5.0,5.0
32.8,41.3,5.38,21.9,178.2,12.9,9.02
37.1,69.0,5.21,10.0,74.7,5.0,5.0
34.1,41.6,5.38,10.0,84.7,5.0,5.0
30.0,42.4,5.23,17.5,126.9,5.0,5.0
34.1,25.5,5.62,11.4,111.5,5.0,5.0
32.4,86.8,5.28,16.3,136.2,5.1,5.0
30.9,45.0,5.7,35.2,188.1,5.0,5.0
31.9,59.8,5.57,33.3,187.6,5.0,5.0
35.3,32.5,5.81,10.0,84.5,6.3,5.0
38.3,67.9,5.18,18.3,95.3,5.0,5.0
35.8,37.3,5.33,17.2,74.3,7.6,5.0
33.5,50.9,5.59,31.5,189.2,5.2,5.0
36.1,84.7,5.12,17.9,109.7,5.0,5.0
33.9,81.1,5.81,23.1,117.5,5.1,5.0
33.3,54.0,5.32,29.4,170.4,5.0,5.11
32.1,24.0,5.35,13.0,126.9,6.3,5.0
30.6,96.0,5.43,10.0,68.0,9.7,5.0
34.0,96.0,5.27,14.6,115.7,5.0,5.0
35.4,78.4,5.7,27.4,144.6,6.6,5.0
34.8,37.5,5.62,20.8,157.9,5.0,5.0
34.0,51.6,5.29,18.3,146.8,6.2,5.0
32.6,41.6,5.44,15.3,67.9,10.3,5.0
36.5,96.0,5.56,15.6,95.7,5.0,5.0
31.7,62.3,5.57,34.6,160.0,8.0,5.0
36.9,36.9,5.39,23.0,182.0,5.0,5.0
32.5,43.1,5.0,10.0,57.1,12.9,5.0
33.1,95.6,5.41,14.1,56.3,7.0,5.0
31.3,96.0,5.79,15.6,146.5,10.8,5.0
33.7,96.0,5.48,26.4,132.2,8.4,5.0
37.4,79.7,5.41,10.0,73.3,5.0,5.0
36.3,48.1,5.39,22.9,132.2,7.5,5.0
37.4,24.0,5.35,20.2,196.2,6.6,5.0
36.3,63.3,5.54,21.9,144.6,6.0,5.0
32.2,54.5,5.6,10.8,117.4,5.9,5.0
34.2,58.6,5.06,35.8,174.1,10.3,13.02
33.0,56.1,5.29,10.0,81.9,6.6,5.0
38.3,28.1,5.19,12.7,112.1,5.0,5.0
32.0,72.1,5.26,22.1,129.2,9.1,6.43
37.2,74.9,5.75,15.8,125.7,5.0,5.0
37.2,76.8,5.67,31.7,188.1,11.5,8.71
39.6,87.6,5.59,10.5,93.9,5.0,5.0
34.0,73.8,5.45,10.0,58.5,8.1,5.0
36.8,44.5,5.1,28.0,187.5,9.1,8.25
40.0,52.7,5.27,10.0,82.6,5.9,5.0
33.5,57.1,5.67,18.0,106.9,5.0,5.0
31.2,57.6,5.29,23.8,129.6,10.3,7.07
30.3,89.9,5.0,32.2,196.4,5.0,5.0
36.8,75.3,5.3,22.8,130.3,5.0,5.0
30.3,96.0,5.22,10.0,117.2,5.0,5.0
34.1,96.0,5.33,18.3,137.5,7.6,5.0
36.1,56.8,5.18,28.2,195.6,6.2,5.0
35.5,24.0,5.23,33.2,172.7,9.3,8.46
36.1,96.0,5.42,10.0,75.3,5.0,5.0
35.6,41.7,5.47,14.1,170.5,7.2,5.0
38.2,36.6,5.62,21.4,176.2,8.9,5.0
32.6,44.7,5.39,19.7,153.6,6.0,5.0
33.3,43.7,5.45,11.5,148.6,14.3,5.49
33.1,74.2,5.8,22.3,116.1,5.0,5.0
37.1,25.0,5.62,14.1,146.3,5.9,5.0
37.3,31.9,5.44,26.3,160.6,5.0,5.0
36.1,64.8,5.63,10.0,68.4,10.1,5.0
38.0,74.6,5.44,20.8,88.6,11.4,9.27
32.1,75.2,5.52,10.5,79.1,5.0,5.0
39.2,36.8,5.4,24.0,176.2,5.0,5.0
38.8,33.5,5.21,25.4,152.0,6.9,5.0
36.8,42.4,5.5,12.6,117.6,5.4,5.0
39.5,61.6,5.88,29.0,173.9,7.6,5.0
30.9,96.0,5.72,21.2,157.5,7.6,5.0
33.7,24.0,5.23,25.1,187.0,5.0,5.0
33.2,48.9,5.17,10.0,61.5,5.0,5.0
36.8,28.0,5.17,13.5,126.4,5.0,5.0
32.4,24.0,5.2,22.4,156.0,5.0,5.0
36.9,88.5,5.24,13.9,81.1,5.0,5.0
38.4,71.7,5.53,10.0,99.1,10.3,5.0
36.7,68.4,5.16,22.4,112.8,5.0,5.0
35.7,86.5,4.92,29.5,169.1,5.0,5.0
32.5,43.0,5.3,10.0,124.0,5.7,5.0
32.9,44.0,5.42,10.0,123.9,5.0,5.0
38.1,96.0,5.49,21.4,114.6,8.1,5.86
36.9,48.3,5.74,16.5,84.3,6.6,5.0
34.9,78.9,5.76,31.4,188.5,7.2,5.0
34.0,54.8,5.24,10.0,97.7,6.8,5.0
30.0,24.0,5.39,29.4,135.1,6.5,5.0
32.3,24.0,5.17,10.0,72.3,5.0,5.0
39.8,40.9,4.92,18.5,115.1,5.9,5.0
31.8,92.6,5.54,29.1,185.6,17.3,13.98
35.5,81.0,5.25,37.9,199.3,5.0,5.0
37.5,86.2,5.34,16.3,104.3,5.0,5.0
31.9,33.3,5.45,13.0,73.1,6.5,5.0
35.5,96.0,5.3,14.2,97.2,5.0,5.0
37.3,33.7,5.67,10.0,99.1,8.3,5.0
35.0,60.7,5.16,10.4,146.7,5.0,5.0
40.0,54.3,5.13,18.8,124.4,5.0,5.0
30.8,50.1,5.08,17.7,165.3,5.0,5.0
37.6,96.0,5.62,25.0,155.2,8.8,5.0
34.6,38.4,5.67,13.9,87.7,8.0,5.0
36.9,27.8,5.63,25.8,167.6,7.1,5.0
36.1,55.1,5.23,21.3,177.1,5.0,5.0
33.2,44.7,5.05,26.1,139.8,6.9,5.0
35.6,96.0,5.21,30.7,189.2,8.6,8.73
30.4,76.6,5.37,19.2,167.4,5.2,5.0
36.5,44.5,4.93,31.2,139.3,5.0,5.0
35.7,32.2,5.37,26.8,185.9,7.2,5.0
36.6,24.0,5.72,14.3,140.1,9.1,5.0
37.6,32.7,5.08,15.4,128.2,8.2,5.0
35.9,57.8,5.89,10.0,103.4,8.7,5.0
35.4,96.0,5.58,34.2,182.4,6.3,5.0
32.8,95.7,5.48,15.7,68.4,9.0,5.0
33.2,61.2,5.65,21.9,121.0,9.9,5.0
38.0,46.5,5.69,22.3,130.6,5.0,5.0
38.6,62.5,5.6,26.2,133.2,5.0,5.0
34.4,42.1,5.7,21.0,147.8,5.0,5.0
35.1,96.0,5.16,21.0,125.9,5.0,5.0
32.7,49.7,5.12,10.0,88.5,5.0,5.0
37.9,52.3,5.36,26.0,178.5,15.1,21.27
36.7,24.0,5.16,24.5,148.6,5.0,5.0
39.9,49.5,5.68,11.4,178.7,5.0,5.0
32.8,83.0,5.34,10.6,91.4,10.6,5.0
34.1,32.0,5.5,22.7,145.6,5.0,5.0
35.6,37.5,5.61,23.2,157.1,5.0,5.0
36.6,81.2,5.67,13.9,107.5,5.0,5.0
34.5,26.1,5.54,28.7,171.8,5.1,5.0
32.8,92.7,5.45,10.0,50.4,8.8,5.0
37.2,41.8,5.47,14.8,139.2,5.0,5.0
36.8,45.0,5.75,27.2,142.0,5.5,5.0
32.7,31.1,5.55,24.7,130.1,7.5,5.0
38.4,66.0,4.88,18.7,144.5,5.0,5.0
37.9,96.0,5.65,10.9,75.1,5.0,5.0
35.3,80.7,5.16,27.1,152.7,8.4,7.23
35.2,35.4,5.78,15.3,100.4,5.0,5.0
36.4,96.0,5.42,20.3,117.8,5.0,5.0
32.8,46.6,5.41,17.4,100.0,12.9,6.12
35.1,96.0,5.43,16.6,121.1,5.0,5.0
30.0,81.7,5.68,24.1,143.2,5.0,5.0
37.2,24.0,5.55,21.5,175.8,16.8,9.54
31.1,33.0,5.55,20.3,122.5,6.0,5.0
38.8,87.5,5.96,14.4,98.5,9.8,5.0
34.2,58.9,5.64,16.7,123.2,5.0,5.0
34.5,32.7,5.18,16.8,153.3,7.0,5.0
33.4,39.8,5.55,16.0,102.0,5.0,5.0
34.3,24.0,5.51,17.0,112.1,5.9,5.0
38.5,52.2,5.43,16.0,134.4,5.0,5.0
30.0,96.0,5.68,10.0,94.1,5.3,5.0
38.2,81.7,5.56,10.0,81.4,13.4,5.67
35.8,96.0,5.06,10.0,71.1,6.5,5.0
32.0,84.9,5.12,17.0,102.9,10.5,5.0
32.3,91.3,5.12,17.8,57.3,8.4,5.0
39.2,96.0,5.6,20.4,137.5,11.9,7.18
32.6,65.9,5.59,10.0,76.4,10.0,5.0
32.1,49.7,5.63,15.0,106.6,13.0,5.0
37.8,91.5,5.31,19.8,90.4,5.3,5.0
35.8,96.0,5.7,18.3,144.6,5.9,5.0
32.7,42.9,5.25,32.2,177.6,5.0,5.0
35.5,38.1,5.07,22.6,145.0,5.0,5.0
32.4,58.5,5.39,22.9,131.4,11.7,8.6
37.8,82.7,5.43,31.8,150.4,5.0,5.0
37.7,81.4,5.52,10.0,54.5,5.0,5.0
36.3,26.8,5.48,14.7,68.4,5.0,5.0
35.9,96.0,5.28,10.0,64.2,8.5,5.0
39.4,39.6,5.49,10.0,64.7,11.3,5.0
35.0,47.8,5.57,12.9,89.1,8.4,5.0
32.0,34.8,5.46,27.9,129.8,7.8,5.0
36.1,96.0,5.26,16.8,67.2,17.1,13.19
40.0,61.6,5.33,18.5,190.3,5.0,5.0
32.5,35.7,5.69,22.9,178.1,5.9,5.0
34.1,84.1,4.97,34.1,195.7,5.0,5.0
36.0,80.2,5.48,10.0,56.4,7.4,5.0
34.9,49.7,5.33,26.6,177.7,5.0,5.0
32.5,83.1,5.1,17.7,170.6,5.0,5.0
37.8,36.1,5.28,24.1,185.3,7.3,5.01
40.0,42.7,5.44,12.6,129.2,6.9,5.0
35.5,24.0,5.72,17.0,168.2,5.0,5.0
32.7,28.2,5.56,10.0,57.7,5.0,5.0
31.1,96.0,5.24,10.0,61.4,5.0,5.0
35.6,96.0,5.54,10.0,67.8,5.2,5.0
37.8,56.4,5.72,23.9,187.2,20.0,13.32
36.2,96.0,5.79,14.0,59.2,14.0,5.0
35.0,50.4,5.53,10.0,65.0,5.0,5.0
33.5,48.3,5.2,35.6,189.6,5.8,5.0
32.3,56.2,5.82,10.0,66.1,5.0,5.0
37.1,51.3,5.69,29.3,180.5,10.1,5.36
37.3,49.0,5.35,27.6,168.4,5.0,5.0
31.1,96.0,5.43,10.0,56.0,5.0,5.0
39.0,58.9,5.52,10.0,53.3,5.0,5.0
36.4,78.0,5.81,17.0,130.2,5.0,5.0
38.5,91.4,5.62,31.8,199.6,5.0,5.0
31.6,66.3,4.96,26.6,181.8,5.0,5.0
31.6,33.6,5.53,10.7,96.5,5.0,5.0
34.6,27.8,5.36,16.8,107.9,5.8,5.0
36.3,58.8,5.73,17.9,108.2,5.0,5.0
39.5,50.1,5.64,33.3,160.1,5.0,5.0
36.8,57.0,5.41,15.5,101.2,5.0,5.0
34.4,54.2,5.48,10.9,72.2,5.9,5.0
32.4,96.0,5.71,26.5,162.1,5.0,5.0
38.1,28.1,5.61,13.1,118.7,6.9,5.0
32.6,24.0,5.59,10.0,61.5,5.0,5.0
39.1,64.5,5.41,23.7,168.5,5.0,5.0
34.3,45.2,5.34,26.0,137.8,5.0,5.0
39.0,63.9,5.76,24.7,123.4,5.0,5.0
36.7,73.1,5.44,13.3,151.0,14.8,9.37
34.7,96.0,5.76,22.2,125.8,5.3,5.0
33.7,25.7,5.04,11.2,147.3,5.0,5.0
34.1,41.3,5.61,29.3,180.1,5.0,5.0
36.1,67.7,5.11,23.3,142.0,7.5,5.0
35.2,80.3,5.66,13.7,148.9,5.0,5.0
33.5,96.0,5.65,26.3,142.1,7.5,5.0
34.6,88.0,5.17,28.2,129.7,5.0,5.0
35.2,53.1,5.78,11.1,75.8,7.7,5.0
30.0,35.0,5.67,15.8,100.4,5.0,5.0
36.1,41.2,5.35,30.5,154.0,11.6,13.41
32.6,40.6,5.72,11.4,113.8,5.0,5.0
32.1,75.8,4.87,11.1,110.9,5.9,5.0
30.8,62.1,5.75,20.4,163.9,8.0,5.0
30.5,28.2,5.41,10.0,50.8,5.3,5.0
31.6,43.9,5.19,22.9,151.8,7.6,5.0
33.2,84.7,4.84,15.7,123.4,5.0,5.0
39.9,65.1,5.38,14.5,106.5,5.2,5.0
33.7,72.6,5.07,12.5,101.1,10.0,5.07
35.4,66.1,5.68,10.0,75.9,5.0,5.0
36.0,96.0,5.48,11.2,100.1,11.2,5.0
35.3,61.4,5.07,12.5,108.7,5.0,5.0
34.8,45.0,5.53,10.0,115.6,5.5,5.0
32.0,34.5,5.31,21.5,150.8,5.0,5.0
38.6,61.9,5.78,10.0,118.0,5.0,5.0
39.5,24.0,5.26,29.2,169.4,5.7,5.0
30.8,49.8,5.45,19.1,146.0,5.0,5.0
32.4,49.3,5.51,11.2,78.4,5.0,5.0
34.3,27.6,5.5,11.9,91.6,9.3,5.0
32.6,34.3,5.4,10.0,61.9,5.0,5.0
36.3,81.8,5.76,35.1,191.9,5.3,5.0
33.2,61.3,5.61,20.7,183.0,5.5,5.0
40.0,57.4,5.68,10.0,62.7,8.8,5.0
38.0,63.6,5.69,21.0,136.1,12.1,7.24
35.5,57.2,5.04,26.6,194.1,12.0,13.69
37.6,96.0,5.56,26.1,162.1,5.2,5.0
37.8,58.1,5.67,22.1,123.8,9.9,5.0
33.6,26.3,5.41,10.0,86.2,6.4,5.0
33.0,96.0,5.58,16.8,91.9,5.3,5.0
35.2,65.7,5.66,19.0,160.4,5.0,5.0
37.2,40.7,5.35,25.4,167.1,5.0,5.0
35.3,29.2,5.48,13.2,129.3,8.6,5.0
31.1,66.6,5.77,10.9,68.1,5.0,5.0
33.0,51.5,5.41,28.4,190.1,5.6,5.0
34.8,96.0,5.09,21.0,176.7,9.1,6.39
34.8,45.9,5.14,10.0,71.1,5.0,5.0
39.9,35.9,5.5,12.5,58.5,5.5,5.0
31.5,85.4,5.85,17.3,130.4,5.0,5.0
36.3,86.7,5.58,19.0,92.6,5.0,5.0
38.7,59.4,5.58,11.2,92.5,6.0,5.0
40.0,76.6,5.47,16.0,63.1,5.0,5.0
34.0,53.6,5.72,24.2,193.0,10.1,5.0
36.2,61.4,5.49,33.5,174.5,5.0,5.0
36.4,96.0,5.89,10.9,67.1,8.0,5.0
35.5,74.6,5.57,29.2,181.5,5.0,5.0
34.8,50.2,5.79,17.8,152.4,5.0,5.0
36.1,96.0,5.82,18.5,98.8,5.0,5.0
30.0,24.0,5.59,30.9,180.7,15.3,7.56
36.7,96.0,5.57,19.3,139.7,5.0,5.0
35.3,24.0,5.41,15.9,177.3,5.0,5.0
34.4,39.9,5.43,12.5,120.4,5.9,5.0
40.0,53.5,5.51,13.2,125.1,7.9,5.0
33.3,50.7,5.55,16.3,93.7,9.1,5.0
34.0,90.3,5.33,13.9,108.2,9.7,5.0
40.0,32.2,5.62,18.0,135.2,5.0,5.0
32.9,62.2,5.69,26.0,192.1,6.6,5.0
33.6,40.9,5.09,28.3,140.0,5.0,5.0
34.6,63.3,5.45,11.0,72.1,5.0,5.0
37.1,52.9,5.67,10.0,51.0,8.1,5.0
35.5,57.2,5.64,23.6,177.6,5.0,5.0
31.8,41.5,5.61,15.5,104.6,7.0,5.0
33.7,42.3,5.22,10.0,97.2,5.0,5.0
33.5,63.0,5.98,27.2,170.1,5.0,5.0
34.8,87.5,5.78,23.0,191.8,5.0,5.0
36.1,40.5,5.61,28.1,162.2,6.6,5.0
36.0,35.4,5.19,10.0,76.1,7.6,5.0
30.6,74.2,5.35,21.0,108.7,5.0,5.0
37.7,53.7,5.66,34.1,163.9,19.8,18.64
35.6,82.7,5.62,27.9,186.0,6.9,5.0
38.5,34.7,5.52,36.5,199.8,5.0,5.0
36.1,24.0,5.1,22.8,126.7,5.0,5.0
37.8,41.8,5.57,18.8,173.4,11.8,6.59
36.2,37.2,5.18,10.0,57.0,8.8,5.0
38.4,52.5,5.43,16.4,92.9,5.0,5.0
36.3,39.7,4.99,18.8,105.7,5.0,5.0
34.8,79.1,5.23,30.3,196.3,5.0,5.0
40.0,47.3,4.87,10.0,50.5,11.9,5.0
37.2,58.9,5.23,14.5,96.2,5.0,5.0
36.4,59.1,5.23,29.1,189.6,5.0,5.0
31.8,60.2,5.12,10.0,96.0,5.0,5.0
31.8,53.9,4.95,11.4,83.8,14.8,5.0
35.7,70.5,5.33,16.7,159.5,5.4,5.0
35.4,36.7,5.72,21.8,161.8,9.3,5.0
33.5,96.0,5.81,15.2,120.8,5.0,5.0
35.4,48.5,5.63,25.5,192.0,5.0,5.0
39.0,28.3,5.16,10.0,80.4,7.2,5.0
36.7,60.0,5.73,29.4,187.0,5.2,5.0
32.1,35.7,5.57,22.9,163.3,17.9,9.06
34.7,76.1,5.58,13.7,105.2,8.3,5.0
33.0,96.0,5.34,18.6,171.0,7.4,5.0
34.0,36.8,5.25,10.0,70.0,5.0,5.0
34.0,64.5,5.24,16.2,69.6,8.8,5.0
33.8,24.0,4.97,34.2,189.5,12.2,8.98
31.9,68.5,5.58,11.5,64.2,5.0,5.0
34.7,35.1,5.43,10.0,50.6,5.9,5.0
33.6,39.9,5.54,19.0,108.4,14.6,8.77
30.0,31.5,5.83,10.0,65.6,9.5,5.0
40.0,78.7,5.14,25.4,179.5,5.0,5.0
37.7,90.3,4.98,24.5,188.4,14.4,18.32
34.1,55.2,5.6,22.9,122.4,7.6,5.0
35.0,35.4,4.75,21.0,113.8,6.3,5.0
32.1,96.0,5.36,19.5,130.9,10.6,5.72
39.2,37.5,5.28,21.2,83.9,8.0,5.0
39.7,24.0,5.23,16.3,94.7,5.0,5.0
35.4,68.7,4.88,11.6,65.1,8.0,5.0
37.6,31.4,5.37,18.8,117.0,5.0,5.0
35.4,89.5,5.74,15.0,141.8,10.6,5.0
31.7,45.1,5.16,24.0,189.5,5.2,5.0
34.0,73.8,5.76,23.9,160.9,5.0,5.0
35.3,96.0,5.63,23.5,158.5,5.0,5.0
33.9,29.8,4.9,17.4,96.2,9.4,5.0
34.5,41.1,4.84,24.1,183.2,5.0,5.0
34.8,52.6,4.99,29.2,192.0,6.2,5.0
34.8,96.0,5.68,28.9,189.8,5.0,5.0
35.1,39.3,5.59,10.0,55.8,5.0,5.0
32.3,40.6,5.2,21.2,140.7,5.0,5.0
33.2,69.3,5.71,15.0,146.5,5.0,5.0
31.8,40.9,5.6,10.0,94.3,8.8,5.0
37.4,58.9,5.45,25.1,198.9,5.0,5.0
30.0,25.1,5.69,11.4,93.7,5.0,5.0
37.9,96.0,5.14,10.0,82.5,5.0,5.0
38.5,27.8,5.47,18.1,122.6,5.0,5.0
34.2,46.5,4.87,20.2,98.5,5.0,5.0
30.0,53.7,5.49,31.9,188.6,7.2,5.0
34.1,96.0,5.53,19.7,116.0,5.0,5.0
34.8,28.2,5.07,21.7,111.5,8.1,5.0
